question_title,question_detail,question_time,question_follower_num,ans,ans_time,ans_upvote_num,ans_collect_num,ans_comment_num,author_follower_num,author_followee_num,author_upvote_num,author_thank_num,author_answer_num,author_question_num,author_post_num,author_name
如何看待楊永信上暴漫？,,1471668772,29,我覺得暴漫只是講了大家都知道的事情，是一個合格的新聞報道。但楊永信事件是可以深挖的，比如為什麼國家院士某某某為什麼會認同楊永信機構，生產廠家的暗訪，教育體系的不全面來說，比如很多學校沒有心理醫生，學校對校園暴力無視等等。但這違背了暴漫的媒體性質會惹來很多麻煩。但網癮這個話題，好處和壞處是共存的所以會有家長支持楊永信，在我看來楊永信只是個會賺錢的商人你可以看他很會給父母洗腦，他讓父母一同和孩子戒網癮是正確的，錯誤的是用了殘暴的方式，因為好的方式往往效果慢賺不到錢，暴力和信仰（宗教）是自古以來就是最有效的手段。中國7億網民中大部分是80後很多還沒有為人父母或者到達孩子青春期的時候，往往只看到了楊永信事件的一面，我覺得問題的關鍵我覺得是學校和傳統教育理念落伍。,1471743346,20,3,4,3,1,24,14,5,3,0,王半狗
如何看待楊永信上暴漫？,,1471668772,29,"我寫了一句給王尼瑪讓他排一下,這麼巧居然就看到了.說實話當我第一次讀到的時候內心是極其憤怒的,我真的覺得很生氣，我一個人又沒有明顯的能力去讓大家知道這件事，而王尼瑪連我這個偽粉絲的話都願意聽進去，我表示感激.總之,我希望中國可以走向一個大家都理智思考,善待生命的社會.",1472112799,13,0,3,16,15,57,14,90,8,0,報時雀仔
如何看待楊永信上暴漫？,,1471668772,29,我覺得暴漫罵得還不夠狠,1472681047,9,0,1,6,17,37,9,14,7,0,葉彡少
如何看待楊永信上暴漫？,,1471668772,29,"正義可能會遲到，但不會缺席！<br><br><br><br><img data-rawheight=""3755"" data-rawwidth=""640"" src=""https://pic4.zhimg.com/50/b6078e354c0a00cdf760e18515c9006b_b.jpg"" class=""origin_image zh-lightbox-thumb"" width=""640"" data-original=""https://pic4.zhimg.com/50/b6078e354c0a00cdf760e18515c9006b_r.jpg""><img data-rawheight=""3755"" data-rawwidth=""640"" src=""https://pic2.zhimg.com/50/1de322c510c2039b53bcb1d8aaf61d59_b.jpg"" class=""origin_image zh-lightbox-thumb"" width=""640"" data-original=""https://pic2.zhimg.com/50/1de322c510c2039b53bcb1d8aaf61d59_r.jpg""><img data-rawheight=""3755"" data-rawwidth=""640"" src=""https://pic4.zhimg.com/50/9048283102956e3081616349f7e6c333_b.jpg"" class=""origin_image zh-lightbox-thumb"" width=""640"" data-original=""https://pic4.zhimg.com/50/9048283102956e3081616349f7e6c333_r.jpg""><img data-rawheight=""3755"" data-rawwidth=""640"" src=""https://pic4.zhimg.com/50/eeb5afd14689ad60d8675bd1ae55c063_b.jpg"" class=""origin_image zh-lightbox-thumb"" width=""640"" data-original=""https://pic4.zhimg.com/50/eeb5afd14689ad60d8675bd1ae55c063_r.jpg""><img data-rawheight=""3755"" data-rawwidth=""640"" src=""https://pic2.zhimg.com/50/e5cc8df9e9a391dcd557786748ba7389_b.jpg"" class=""origin_image zh-lightbox-thumb"" width=""640"" data-original=""https://pic2.zhimg.com/50/e5cc8df9e9a391dcd557786748ba7389_r.jpg""><img data-rawheight=""3755"" data-rawwidth=""640"" src=""https://pic2.zhimg.com/50/97639177ac8c64fa59a2830227b2002d_b.jpg"" class=""origin_image zh-lightbox-thumb"" width=""640"" data-original=""https://pic2.zhimg.com/50/97639177ac8c64fa59a2830227b2002d_r.jpg""><img data-rawheight=""3755"" data-rawwidth=""640"" src=""https://pic1.zhimg.com/50/6a13eb9e9ce713d7d44aaeb3975f1fc0_b.jpg"" class=""origin_image zh-lightbox-thumb"" width=""640"" data-original=""https://pic1.zhimg.com/50/6a13eb9e9ce713d7d44aaeb3975f1fc0_r.jpg""><br><br>希望各位家長彼此珍惜！",1474518354,8,1,0,13,136,99,49,201,28,0,雄大大
如何看待楊永信上暴漫？,,1471668772,29,暴走大事件雖然以惡搞，令人發笑為主調，但是卻激惡揚善，以惡搞的形式抨擊假惡醜，是個良心節目,1473402289,6,0,1,0,1,10,1,7,0,0,阿菠菜
如何看待楊永信上暴漫？,,1471668772,29,湖北省人民醫院！精神衛生院。兩年前，進醫院就說我是心理障礙，給我打針，一個月，每天弔針，打到流血。每天哭。最後是我強制想出院，出院書上醫生說我已經恢復，交了1萬。還讓我一直買他們的藥，一個月幾千塊。 我自己知道我沒有病。藥都扔了。現在還有很多家長聯合這個醫院給自己的孩子治療。打到哭。 心理不心理咨詢？我一個月總共就做了2個小時的心理咨詢。,1473559669,5,0,1,3,3,31,6,19,0,0,賀賀
如何看待楊永信上暴漫？,,1471668772,29,"楊永信不光上了暴漫<br><img src=""https://pic4.zhimg.com/50/2c589a4e8f7231e6b06fb7ec1e2bcb9f_b.jpg"" data-rawwidth=""710"" data-rawheight=""900"" class=""origin_image zh-lightbox-thumb"" width=""710"" data-original=""https://pic4.zhimg.com/50/2c589a4e8f7231e6b06fb7ec1e2bcb9f_r.jpg"">",1475656913,3,0,0,18,8,105,36,41,2,0,ArgusKirov神技
如何看待楊永信上暴漫？,,1471668772,29,要不是上了暴漫我還不知道楊磁暴<br><br>估計其實很多人都沒聽說過楊永信<br><br>暴漫報道可以讓更多的人瞭解楊，也許一個暴漫還不夠，但報道的多了，知道的人多了，總會有楊永信被法律懲處的一天。,1473393225,2,0,2,2,104,21,4,8,0,0,夜雨知夏
如何看待楊永信上暴漫？,,1471668772,29,雖然以前見過，但看的時候還是及其憤怒的。<br>（我都想讓英雄電影里的反派虐他。）<br>但這是不合法的╮（﹀＿﹀）╭<br><br>事件還是這個事件，但讓人驚奇的是沒人去管理，制止，™有關部門呢？<br>以及到最後，王尼瑪說“我們相信正義終將來臨”<br>為什麼不是已經來臨，而且我認為這種已經完全要比一些死刑超出了。<br><br>我不搞基，但我愛王尼瑪。<br>無奈，他手中還，或是他們手中無權。<br>這讓我想到了斬！赤紅。。里的國家。,1473487222,1,0,0,4,94,18,27,57,2,0,盛文琪
如何看待楊永信上暴漫？,,1471668772,29,正面意義肯定是有的，但我比較好奇的是，說好的停更一周去實地專訪，為啥只是把原先的報道又說了一遍？,1473611493,0,0,3,48,73,562,140,161,19,0,裡面兩隻小白兔
